"Year","npgo","mei","pink","chum","sockeye","total","shannon_neg_1","shannon","evenness","fert","pink_1_oe","pink_2_oe","seal_density","seal_abundance","mean_temp","min_mean_temp","max_mean_temp","total_rain","max_temp","win_mean_temp","win_min_mean_temp","win_max_mean_temp","win_rain","win_heat","bakun","Logging","cumul_log","cumul_footprint","time","Stock","Recruits","juvCohort","Species","sumTemp","sumRain","winTemp","winRain","freshCoho","freshSteel","freshCutt","freshDolly","freshPink","seals","oceanSalmon"
1953,NA,NA,807.7671907,1177.453757,293.479472,2278.70042,NA,NA,NA,NA,NA,NA,NA,NA,12.3219512195122,6.4,16.4,261.7,15.7252032520325,3.825,-7,11.1,1078.4,6.12166666666667,NA,4500,29600,202800,1,NA,NA,NA,"Steelhead",11.604691236934,222.644219988099,3.30789125577523,765.753023583576,NA,NA,NA,NA,71609.0857840834,NA,NA
1954,1.082280947,0.330583333,428.5486699,1608.136846,355.7668891,2392.452405,NA,NA,NA,NA,NA,NA,NA,NA,11.6715447154472,5.8,15,216.3,14.930081300813,4.895,-3.9,11.1,916,6.97166666666667,NA,0,29600,202800,1,NA,NA,NA,"Steelhead",11.9294367889935,231.338969588775,2.85466633043512,729.646463403176,NA,NA,NA,NA,99456.9670205769,NA,2278.70042
1955,0.656105105789466,-0.278941561662921,706.3989216,1636.270359,251.7171124,2594.386393,NA,NA,NA,NA,NA,NA,NA,NA,11.1138211382114,4.8,19.5,254.6,14.6032520325203,1.7801652892562,-5.8,9.8,562.1,3.9595041322314,NA,0,29600,202800,1,NA,NA,NA,"Steelhead",12.7610583415897,238.618863415704,4.11690967178641,829.805647530458,NA,NA,NA,NA,137778.915719252,NA,2334.09060707795
1956,0.527749858209633,-0.510840519492373,599.0165317,1838.547484,393.6561563,2831.220172,NA,NA,NA,NA,NA,NA,NA,NA,12.3983739837398,5.8,17,149.7,16.5674796747967,2.64916666666667,-7.3,10,851.1,5.215,NA,0,29600,202800,1,NA,NA,NA,"Steelhead",13.1483893532067,268.66695637195,4.82089914679842,799.550303485859,NA,NA,NA,NA,100987.252967522,NA,2378.91516453202
1957,0.521766004507039,-0.521192259636442,830.7429357,1334.351547,284.509111,2449.603594,NA,NA,NA,NA,NA,NA,NA,NA,12.530081300813,7.8,16.1,364.8,15.9837398373984,5.66833333333333,1.1,10.3,855.7,7.93083333333333,NA,0,29600,202800,1,NA,NA,NA,"Steelhead",13.1077703654984,239.332162297598,4.3579930299467,790.774062764258,NA,NA,NA,NA,102275.235679163,NA,2383.12181067614
1958,0.514871160263704,-0.521880205315303,451.2221655,1371.364662,436.075366,2258.662193,NA,NA,NA,NA,NA,NA,NA,NA,14.1585365853659,7,19.5,166.1,18.4365853658537,4.10083333333333,-4.8,11.4,722.4,6.5,NA,0,16100,202800,1,NA,NA,NA,"Steelhead",12.3775973622369,293.835559522691,4.52164923275446,830.136188104858,NA,NA,NA,NA,64656.0493595164,NA,2384.88128216682
1959,0.514794417279084,-0.521856912739087,551.6999698,1323.616637,552.1471734,2427.46378,NA,NA,NA,NA,NA,NA,NA,NA,12.5235772357724,5.9,18.6,255.5,16.1414634146341,4.41570247933884,-1.4,10.8,828.8,6.66776859504132,NA,0,16100,202800,1,NA,NA,NA,"Steelhead",12.3595144969772,291.805847662,4.54751578683489,851.094607723386,NA,NA,NA,NA,67340.0513639638,NA,2384.8921521726
1960,0.0546749949955181,-1.23765303007627,306.1663058,1351.57077,423.2096553,2080.946731,NA,NA,NA,NA,NA,NA,NA,NA,11.939837398374,5.6,19.7,381.7,15.5105691056911,4.89083333333333,1.1,10,877.9,7.47583333333333,NA,0,16100,202800,1,NA,NA,NA,"Steelhead",12.4160440657587,258.531715681669,4.4652410379883,915.747138964578,NA,NA,NA,NA,74791.3652165743,NA,2549.51049478528
1961,-0.207335426822151,-1.06017878550669,479.7610097,1160.941174,364.6450071,2005.347191,NA,NA,NA,NA,NA,NA,NA,NA,13.0772357723577,6.7,19.2,188.4,17.1536585365854,3.86,-2,9.5,690,6.315,NA,0,16100,202800,1,NA,NA,NA,"Steelhead",11.9850285045555,306.596771900153,4.38321085736716,990.399912305428,NA,NA,NA,NA,80998.1364903379,NA,2660.49935318367
1962,-0.525825664890098,-0.141689501073607,400.5571617,1222.227795,325.1946706,1947.979627,NA,NA,NA,NA,NA,NA,NA,NA,11.760162601626,5,17.8,306,15.2333333333333,5.30416666666667,-3.4,12,1123.4,7.89166666666667,NA,3800,19900,206600,1,NA,NA,NA,"Steelhead",11.9659754938994,280.845073131009,3.53314154228817,841.449395847036,NA,NA,NA,NA,43015.2557236368,NA,2573.01660483352
1963,-0.718827990464283,0.590303969372335,537.0234557,1119.248186,342.4941569,1998.765799,NA,NA,NA,NA,NA,NA,NA,NA,12.4162601626016,5,17.3,312,16.3024390243902,4.28677685950413,-0.9,9.2,1026.4,6.89338842975207,NA,0,8300,206600,1,NA,NA,NA,"Steelhead",11.7305807193654,235.145012684393,3.46241858168524,793.558539572176,NA,NA,NA,NA,76225.847975195,NA,2364.27672637444
1964,-0.169259642705609,0.324678264598421,339.1447846,1259.523074,498.6804802,2097.348339,NA,NA,NA,NA,NA,NA,NA,NA,11.5943089430894,3.6,15.6,319.1,15.1008130081301,2.48583333333333,-7.5,8.3,609.4,4.98583333333333,NA,0,8300,206600,1,NA,NA,NA,"Steelhead",12.0266125119581,209.454747408312,4.20325108850327,935.563397225093,NA,0.0414356854270412,NA,NA,97787.2310438786,NA,2292.21867497138
1965,0.382080375653423,-0.110607348138127,475.5212264,1064.079091,390.6387542,1930.239071,NA,NA,NA,NA,NA,NA,NA,NA,11.730081300813,4.5,17.3,123,15.9252032520325,3.92916666666667,-3.4,10.3,902.8,6.43166666666667,NA,3400,11700,210000,1,NA,NA,NA,"Steelhead",12.3978895985427,262.749497008989,3.94921003488543,917.012991324501,NA,0.719205111340787,NA,NA,138451.000657709,NA,2209.51643688894
1966,0.68128120245548,-0.356585125574527,388.2108501,1236.754948,355.9902846,1980.956083,NA,NA,NA,NA,NA,NA,NA,NA,11.8918699186992,5.6,17,284.5,15.5991869918699,4.6525,-0.3,9.2,962,6.98416666666667,NA,0,11700,210000,1,NA,NA,NA,"Steelhead",12.5981416185862,247.030021610448,3.37076143528078,814.235783457045,NA,5.41163205863009,NA,NA,125283.272260328,NA,2026.85833377635
1967,0.326113964224374,-0.413780834638519,420.8888294,1036.776608,356.4950646,1814.160502,NA,NA,NA,NA,NA,NA,NA,NA,12.9861788617886,6.1,18.1,239.7,17.1959349593496,4.16694214876033,-3.9,10.6,987.1,7.0495867768595,-18.1178082191781,7200,18900,217200,1,NA,NA,NA,"Steelhead",12.2628573178243,241.252225249773,3.33354468512567,705.083710733189,NA,17.486282063328,0.0532744526919102,NA,169341.319803314,NA,1981.90723694462
1968,-0.0496627396094023,-0.420152850683145,376.7878092,969.3062728,476.6124365,1822.706518,NA,NA,NA,NA,NA,NA,NA,NA,12.2813008130081,6.4,17.8,267.9,16.5934959349593,1.64583333333333,-10.8,10.3,684.4,4.26333333333333,-36.4207650273224,9900,28800,227100,1,NA,NA,NA,"Steelhead",12.0919117085749,232.623775877729,3.77496630527599,736.937192834101,NA,35.1954962573209,0.881988161232735,1.18387672648689,101659.939240189,NA,1994.09271575533
1969,-0.0351036367876793,-0.172243458654223,546.0550952,655.0165312,461.7106409,1662.782267,NA,NA,NA,NA,NA,NA,NA,NA,12.4951219512195,4.8,17.8,222,16.3951219512195,5.36,-0.8,10.3,702.9,7.84416666666667,-40.7315068493151,0,24300,227100,1,NA,7,NA,"Steelhead",11.8653801409479,242.926442732312,2.60224080602563,764.170763569169,NA,89.5546587741552,6.2579160011275,22.848820821197,124031.673400357,NA,2025.74701858398
1970,-0.285649857733557,-0.00643247332277549,306.2002406,1127.715507,450.322857,1884.238605,NA,NA,NA,NA,NA,NA,1.002390171,2973.089247,11.7544715447154,5.8,18.9,213.2,15.6040650406504,3.025,-6.4,11.4,747.1,5.70833333333333,-28.9315068493151,0,24300,227100,1,NA,40,NA,"Steelhead",11.8899558369726,246.431251526825,2.65768048777215,791.525577687995,NA,257.096708321589,17.4204171756084,190.810297848351,46561.6618121457,1.002390171,2006.6057955519
1971,-0.860061798519414,0.284930139176687,444.7422065,940.2686891,461.3032067,1846.314102,NA,NA,NA,NA,NA,NA,1.063184956,3153.406579,11.8878048780488,6.1,18.4,308.9,16.1626016260163,1.75206611570248,-7,9.2,796.6,4.39256198347107,-15.7808219178082,3200,27500,230300,1,NA,71,4,"Steelhead",11.7294004787553,235.494807228538,3.26259203877111,836.410080804284,372.921168843371,704.194406339065,28.7551692818441,738.84226721789,66366.9673337718,1.06331683209144,1928.67861418792
1972,-0.826605404872087,-0.18208650393773,256.4168486,1191.82548,250.4300068,1698.672335,NA,NA,NA,0,NA,NA,1.127666934,3344.660125,12.1373983739837,6.7,17.3,162.5,16.6813008130081,3.43333333333333,-5.6,10.3,708.5,6.39583333333333,-13.3060109289617,0,27500,230300,1,NA,158,23,"Steelhead",11.4657439741174,302.933522189859,3.30833904422234,937.823841022268,5561.26092267218,1477.82430392433,46.9903974443296,1522.81838767265,52495.1818096401,1.14178567404499,1883.25865899735
1973,-0.695640812648294,-0.285931658841973,318.1299105,1230.712023,362.4795065,1911.32144,NA,NA,NA,0,NA,NA,1.195510976,3545.885556,11.3951219512195,5.9,16.2,277.7,15.4390243902439,2.96833333333333,-2.8,7.3,954.5,5.605,-27.7369863013699,0,27500,230300,1,NA,714,54,"Steelhead",11.4643106338326,351.389355758088,3.78542567073967,951.938019981835,34203.9744432961,2602.80773278211,59.7247142096527,3095.2232923048,72909.6294904319,1.2391031269508,1792.19125359615
1974,-0.494449361089135,-0.0158074680869294,278.7843313,1112.080647,419.46257,1810.327548,NA,NA,NA,0,NA,NA,1.303395454,3865.870917,11.539837398374,5,17,298,15.4463414634146,3.46416666666667,-3.3,8.9,840.5,5.74833333333333,-15.8575342465753,0,27500,230300,1,NA,1751,117,"Steelhead",11.4389088213254,379.098626953553,4.12452858971183,930.894129161577,58632.9913088415,4215.24285759028,85.2660778602524,4381.87512606095,60769.6226001441,1.83981482079897,1769.10475917196
1975,-0.0758463381362584,-0.221445961601669,472.2981091,1065.258494,309.4782011,1847.034804,-1.146706799,1.146706799,0.827174106,0,0,1,1.479480916,4388.140397,11.5056910569106,6.7,17.8,349,15.0211382113821,3.53388429752066,-2.5,10,1122.8,6.0099173553719,-16.7205479452055,0,27500,230300,1,NA,2207,506,"Steelhead",11.6398746940302,337.488857465,4.00457268009074,747.203327695825,59291.680710326,6268.99288734379,137.804093457359,4996.7164740518,78097.1586958564,2.50564543223431,1784.39096267209
1976,0.0656296221783033,-0.638219151840631,418.5430317,1224.192628,364.0703219,2006.805981,-0.806761392,0.806761392,0.58195533,0,1,0,1.678650546,4978.87752,11.1463414634146,6.7,17,502.8,14.4235772357724,5.14416666666667,-1.2,13.4,879.6,8.03083333333333,-30.8415300546448,0,27500,230300,1,617,4904,1184,"Steelhead",12.1547057788533,244.882285696389,3.26803763777727,687.464713270068,60489.3474083122,7068.5836731498,187.603561026026,4669.08825205926,40580.4522659651,2.77980668372727,1836.99688143372
1977,-0.0824494409844582,-0.32579010856391,570.0821565,1178.099526,508.7978556,2256.979538,-0.987495748,0.987495748,0.712327609,0,0,1,1.877027275,5567.262898,11.8138211382114,5.6,17.7,189.6,15.6918699186992,3.46833333333333,-4.1,9.4,621.5,6.15916666666667,-22.9452054794521,1800,29300,232100,1,334,6913,2117,"Steelhead",12.4461903456017,281.297712111247,3.78998375172665,790.759370165054,71433.5929030035,6491.93315794419,192.340258072599,4173.7682984121,52198.7192646184,3.04707755786252,1797.99827035801
1978,-0.210096427401228,-0.0392821082043547,464.4638371,1262.756018,688.8128506,2416.032706,-0.590243459,0.590243459,0.537262749,0,1,0,2.099338667,6226.638486,12.2878048780488,6,17.4,281.4,16.4609756097561,2.46833333333333,-5,10.6,712.4,5.1725,-21.8493150684932,0,25500,232100,1,339,8202,3200,"Steelhead",12.5264799668574,278.718693037677,4.83433310687733,899.91093488678,77884.6429734724,5773.18901312287,148.280935826365,3456.81725077516,28673.3484105359,3.36171096342087,1805.6133428279
1979,0.208739661073828,-0.873141660420616,641.386268,1239.554247,799.508544,2680.449059,-0.870335732,0.870335732,0.792213723,0,0,1,2.347980179,6964.109212,12.6292682926829,7.2,17.8,292.9,16.5617886178862,4.22892561983471,-4.9,12,737.2,6.93057851239669,-35.4931506849315,0,25500,232100,1,161,5158,6388,"Steelhead",12.4449091874833,269.035631870713,4.89562419195677,956.6871314479,76565.6132982555,7187.08610354223,80.0170096150835,1850.12872310439,40194.2106987378,3.75498143184265,1861.6354058002
1980,0.652441596666336,-1.00776342964475,495.1791152,1366.488673,702.2572326,2563.925021,-0.925188134,0.925188134,0.842142532,0,1,0,2.6260703,7788.924509,12.3943089430894,7.2,19.4,251.9,15.9113821138211,5.90833333333333,-4.1,12.7,1079.8,8.47333333333333,-29.1284153005464,0,25500,232100,1,118,5216,7388,"Steelhead",12.4696531531979,284.444774029879,4.31218020556178,867.567999624166,59521.2988505747,9142.01931159761,25.3480033825049,343.550126843935,29729.0181151931,4.22090163667044,1865.19441769721
1981,1.29615188760888,-0.461543619872898,638.1045615,1553.718706,671.4098699,2863.233137,-0.780676728,0.780676728,0.710602581,0,0,1,2.937096863,8711.429297,12.6268292682927,6.8,19,314.7,16.2447154471545,3.89411764705882,-5.7,12,897.7,6.3218487394958,-51.7287671232877,0,22100,232100,1,268,7918,5668,"Steelhead",12.414668720003,312.14449998434,4.33725763708079,852.45820758558,67091.4959723136,10252.3374205268,8.58227630054183,21.8484449873156,46886.1000970904,4.73178861531654,1990.02570758762
1982,1.34875405583577,0.233388676513713,454.1798775,1527.586923,814.0809297,2795.84773,-0.656033093,0.656033093,0.597147055,0,1,0,3.28363628,9739.265207,12.0975609756098,5.5,17.1,190.6,15.9691056910569,4.80666666666667,-0.8,8.8,797.5,7.50166666666667,-10.5671232876712,10600,32700,242700,1,435,9792,5335,"Steelhead",12.4526536316477,355.672041404366,3.7328028102038,836.140899495756,76173.4808481318,10104.4684550096,18.9811456669485,181.024335243822,47652.9208556485,5.29098033156532,2186.1928538514
1983,0.582970296802171,0.399391813915809,802.5524696,1566.723526,751.0651126,3120.341109,-0.531679258,0.531679258,0.483955317,1,0,1,3.764108678,11164.34634,12.9959349593496,8.2,22.1,404.9,16.730081300813,4.3198347107438,-6,10.8,967.6,6.99834710743802,-45.5890410958904,0,25500,242700,1,1043,10276,7634,"Steelhead",12.2215024112188,274.997888439976,3.53443200689685,824.170704062138,79569.0117385449,8297.7029972752,33.7111246828902,685.089988724984,81296.2952175139,6.00919303259347,2398.77223982902
1984,-0.220852470432051,0.358591549778941,627.0947047,1745.664241,687.7402178,3060.499164,-0.541199623,0.541199623,0.492621127,1,1,0,4.351050313,12905.21523,11.8723577235772,5.8,16.2,418.7,15.3032520325203,3.46416666666667,-5.1,8.8,748.8,6.07333333333333,-46.4986301369863,0,15600,242700,1,677,11742,8649,"Steelhead",12.4689751626258,217.492166995521,4.12406098344752,1006.05021046697,81256.0781296,5122.91099314103,56.0840020044474,1316.40479501394,107006.002630837,6.86203158590528,2553.17810349509
1985,-0.650491509433289,0.467976518583581,635.3772034,2061.644268,717.7091744,3414.730645,-0.287451225,0.287451225,0.207352228,1,0,1,4.831468281,14330.13492,12.4487804878049,5.8,16.9,107.4,16.6455284552846,2.74666666666667,-9.6,11.5,655.6,5.49916666666667,-15.5780821917808,2900,18500,245600,1,283,6909,9954,"Steelhead",12.4537483140311,285.590630461336,4.79876277352031,1168.37802311378,75471.7451877603,3942.92830968712,85.6155971060791,2309.31484857027,100812.000313195,7.64110287769241,2667.72712298758
1986,-0.516475347294735,0.465410083864108,558.2884827,2119.396156,726.1707466,3403.855385,-1.088302351,1.088302351,0.785044202,1,1,0,5.391738175,15991.89543,12.5130081300813,6.5,17.4,307.7,16.3528455284553,5.26583333333333,0.5,11.2,1337.2,7.6325,-46.9260273972603,15200,33700,260800,1,646,3846,10982,"Steelhead",12.5025338205933,265.655772808419,4.28295472696523,1012.35570484513,68384.6491528078,4412.2082432898,114.880534936891,2616.3917567102,40147.0056562999,8.53807021016195,2731.01379622148
1987,-0.377920241550024,0.746498953537585,555.1429482,1859.805796,743.9219655,3158.87071,-1.006283487,1.006283487,0.915958703,1,0,1,6.484408715,19232.75625,12.4414634146341,7.8,17.4,270,16.4341463414634,4.92231404958678,-2.1,11.5,1108.9,7.32644628099174,-31.9093406593407,14000,44500,274800,1,1151,3873,9699,"Steelhead",12.7894806082703,258.41218610041,4.02922630718672,970.631707225406,60734.3840082683,5229.63620846253,136.882295092236,2389.893673463,47079.9919070438,10.0510991821789,2884.20277382338
1988,-0.219303484305181,1.07499052097234,429.9902775,2290.612047,736.6467193,3457.249044,-0.823836535,0.823836535,0.594272442,1,1,0,7.284288841,21605.2007,12.2585365853659,4.6,19.3,274.3,15.9235772357724,3.45083333333333,-9.4,10.7,929.2,6.09166666666667,-29.9945355191257,8200,52700,283000,1,850,4005,6219,"Steelhead",13.139320933576,262.575352814056,4.50630929339189,1054.39065238498,53836.0161890444,5340.94792508378,137.190579097372,1872.68092956247,15740.7492311065,11.3830698232825,2979.62069757807
1989,0.136702917758747,0.560203745173618,745.7976576,2004.017905,980.7448458,3730.560408,-0.835912508,0.835912508,0.602983415,0,0,1,8.387268152,24876.63734,13.0666666666667,6.8,17.2,236.6,17.0447154471545,4.67416666666667,-4.1,11.3,963.5,7.1175,-16.2356164383562,13900,66600,296900,1,542,6404,4056,"Steelhead",13.0593472049593,284.671659619781,4.56603579722603,1071.39746437408,58457.4254439538,3540.58168123023,116.480105859877,1176.99531773623,41248.3628331611,13.0259156903907,3150.19533417629
1990,-0.0201795566661777,-0.111147296306679,600.5938033,2312.75224,992.5469393,3905.892983,-0.729514942,0.729514942,0.664033117,0,1,0,9.682405159,28718.0137,13.4406504065041,7.1,19.6,260.2,17.1357723577236,3.72916666666667,-6.1,10.3,1036.2,6.18083333333333,-7.96986301369863,41700,108300,338600,1,708,5942,3886,"Steelhead",12.8946025577744,286.004684769332,4.7280493441847,925.275129192897,65748.8185004228,1717.62833161076,110.164098468477,1024.30951799305,62968.9119734411,14.8638388627579,3264.0445027104
1991,-0.367551108368541,0.30137344624124,884.5215823,2043.943096,897.0472395,3825.511918,-0.870521618,0.870521618,0.792382924,0,0,1,9.281892224,27530.09234,12.6569105691057,8.1,19,331.8,16.0772357723577,5.95785123966942,0.6,11.4,1376.7,8.22809917355372,-22.8438356164384,42100,150400,380700,1,99,2016,5642,"Steelhead",13.0731666426443,255.919075448652,4.1084911062491,700.669477590905,53052.2402643365,1478.26332487707,122.352760813054,1208.71864136052,67024.6006389176,15.2974761608874,3367.43928769437
1992,0.10369646580576,0.767378091229457,599.6149518,1917.81002,913.7068252,3431.131797,-0.817742559,0.817742559,0.744341355,0,1,0,8.886607404,26357.67756,13.0471544715447,7.2,17.5,237.4,16.9008130081301,3.44257425742574,-4.2,11,521,6.2019801980198,-27.7896174863388,65400,215800,446100,1,296,1533,6258,"Steelhead",13.0652127593701,255.230339503273,4.4873212729578,910.583879232046,40130.9430736948,1410.03364339629,113.055836386984,1127.66415171161,2587.83797801372,15.8480904082414,3319.5180364922
1993,0.810612552894694,0.414573783649708,793.6115368,2423.513453,1036.132472,4253.257462,-0.790703652,0.790703652,0.570372119,0,0,1,11.0941637,32905.28954,13.0884210526316,7.7,17.8,294.8,16.4378947368421,4.73673469387755,-2.6,11.1,751.9,7.08979591836735,-31.2986301369863,58600,272600,504700,1,105,1466,4047,"Steelhead",12.9356047245879,240.795154248489,4.27923639685759,1036.73460584422,46603.5802092142,1411.69194775909,94.0879263365592,621.016367565536,7394.25424222494,19.0045707840517,3386.71196635121
1994,0.749570372728273,-0.321224848896196,902.0756304,2835.141072,1028.40435,4765.621053,-0.758062976,0.758062976,0.690018657,0,1,0,13.84003996,41049.55851,13.1162601626016,7.1,17.2,214.2,16.8162601626016,4.23416666666667,-2.5,10.9,945,6.9125,-18.158904109589,73500,346100,578200,1,83,1403,1980,"Steelhead",12.8546135941731,283.600910144383,4.35728739273327,1062.06226408594,53861.5922985374,1615.49502333302,91.3121519621661,666.70415296439,12175.8148704939,22.8800140005647,3648.05303873147
1995,0.069631131593275,0.107490778915985,945.8363907,2995.350818,788.6718459,4729.859054,-1.004186848,1.004186848,0.91405026,0,0,1,13.85552232,41095.4792,12.990243902439,8.4,18.2,251.4,16.749593495935,4.56302521008403,-3.7,10.7,1214.4,7.20840336134454,-36.0684931506849,60300,406400,638500,1,149,1257,1529,"Steelhead",13.0357301598346,315.954626201885,4.51272453879107,1038.11067430862,45932.0215384134,2015.38535500642,104.203852297285,1013.70804910896,14278.7926086003,23.3237400834292,3815.80682189262
1996,-0.495081185245748,0.734321216140396,915.4260188,3211.763813,721.6593973,4848.84923,-0.737608897,0.737608897,0.671400552,0,1,0,13.9492308,41373.41857,12.2894308943089,5.3,18.7,256.9,15.9390243902439,3.60168067226891,-8.2,11.8,842.7,5.9109243697479,-26.2158469945355,54200,460600,692700,1,45,1660,1447,"Steelhead",13.2829398572871,316.780200444737,4.86559402544688,1106.22598139622,43599.4652666855,2263.87972689405,105.196263584829,1272.67109524257,4694.93905540418,23.1586291715357,3797.43798537885
1997,-0.989207281892659,1.05493867127762,895.2813851,2671.985399,691.8140121,4259.080796,-0.739732113,0.739732113,0.673333186,1,0,1,12.32249334,36548.51525,13.7204918032787,7,19.4,426.9,17.5524590163934,5.5327731092437,-3.2,10.5,1165.6,7.87899159663866,-40.0196078431373,62600,523200,755300,1,20,2278,1301,"Steelhead",12.6912824159906,267.018673306399,4.38104653787195,907.47689561214,62323.8184346519,2332.64361238999,94.7019919195716,1396.86221303517,9205.91984402894,22.5048395559505,3753.2564464211
1998,-1.43784088263931,1.11816120827388,941.435149,2793.046974,737.6704315,4472.152555,-0.723312778,0.723312778,0.658387663,1,1,0,10.86428993,32223.48392,13.3967479674797,7.7,19,214.2,16.8991869918699,4.42666666666667,-2.6,10.3,1262.4,6.78416666666667,-33.9724517906336,25400,538000,780700,1,15,2241,1378,"Steelhead",12.2025284504466,322.678585298631,4.4287178100567,682.21144288891,66677.0495286417,2554.48753171098,79.6681668702434,1414.90720974663,13297.9095493125,23.3930279735958,4008.54425225692
1999,-1.46311807599326,0.803850764529586,938.4900592,2284.257434,808.2168799,4030.964374,-0.512774739,0.512774739,0.739777573,1,0,1,12.32639414,36560.08502,12.1252032520325,4.1,18.8,279.8,15.5674796747967,4.33388429752066,-1,11.8,693.5,6.93553719008264,-30.6444444444444,67300,605300,848000,1,38,2221,1957,"Steelhead",12.2737566633488,339.64144163613,4.75341307685346,754.781680290645,65168.018428388,2689.08512950609,67.061223339284,1186.44489335714,31172.2060979047,26.1219715503973,4547.09905774603
2000,-1.09066618831624,0.369404323889069,826.1818127,2288.678705,716.2222596,3831.082778,-0.71555654,0.71555654,0.651327631,1,1,0,13.95434734,41388.59422,12.3764227642276,6,18.5,349.9,15.9089430894309,4.33,-3.1,10.2,540.7,7.11583333333333,-34.6092896174863,53200,658500,901200,1,88,2700,2246,"Steelhead",12.4522435678552,311.944748974287,5.15310714846223,864.227228225125,66505.0919383632,2572.99284349651,48.2652009145291,675.518190359861,46051.5219706223,27.7698232859045,4759.79427117059
2001,-0.923605713580172,0.249994853078145,852.7838196,2609.09279,676.4107646,4138.287375,-0.366417465,0.366417465,0.26431433,1,0,1,14.09350033,41801.32199,11.9357723577236,6.6,16.8,373.1,15.1658536585366,4.68166666666667,-2.4,10.4,949,7.01166666666667,-43.627397260274,53800,709400,955000,1,70,3131,2244,"Steelhead",13.0438236081224,298.081780513013,5.2312550606429,830.588469416518,58953.2996398259,2394.57409251777,38.2217263302953,786.671186069091,61233.8042657146,27.1353839696698,4691.60530347016
2002,-0.551160713115121,0.647314003635794,899.1522529,2566.037549,845.807622,4310.997424,-0.925395651,0.925395651,0.667531859,1,1,0,14.26010343,42295.46676,12.6813008130081,5.6,18.1,245.9,16.4536585365854,5.93,-0.2,11.9,833.4,8.43083333333333,-29.6767123287671,103600,797800,1058600,1,65,1590,2463,"Steelhead",13.4855600294047,357.44140969025,4.79255839031453,901.738537693006,42472.2622725422,2467.02731059538,44.7343136333741,941.474396316828,35431.6558144633,25.9125189530549,4536.17916679643
2003,0.23338441501099,0.851764566203611,999.9192264,2717.268943,860.5036187,4577.691788,-0.549390064,0.549390064,0.39630116,1,0,1,14.43770471,42822.23217,12.9585365853659,5.6,17.3,302.8,16.6341463414634,4.54628099173554,-4.2,11.2,704.6,7.00247933884298,-40.2958904109589,76300,860100,1134900,1,90,3516,2849,"Steelhead",13.6703402213295,364.16885809139,4.7243680525843,1042.16188637289,55789.0952519653,1594.48766638479,54.5282094647499,1291.94670675561,38046.2291991606,26.1685238913577,4300.47611846422
2004,1.18391613932335,-0.0519783195568434,899.7455452,2803.342295,771.7955544,4474.883394,-0.610627171,0.610627171,0.440474396,1,1,0,14.05803823,41696.14139,14.0130081300813,7.7,20.5,395.1,17.9195121951219,5.18666666666667,-3.1,10.9,1089.7,7.63666666666667,-20.8825136612022,63500,915400,1198400,1,55,1960,3035,"Steelhead",13.2599148008017,298.63627642582,4.21977651155125,1028.87150364872,57472.0229509224,1439.43368724357,69.7913526887782,1563.20381158195,6550.19216073162,27.2403293429522,4180.58228910023
2005,1.75987714064515,-0.555949246082048,1240.504638,2637.159437,722.0366383,4599.700713,-1.16181544,1.16181544,0.838072687,0,0,1,13.69692126,40625.06847,13.6130081300813,9.1,16.9,427.9,17.019512195122,4.60416666666667,-0.6,10.2,906.7,7.21583333333333,-27.4904109589041,61200,962700,1259600,1,27,1248,2908,"Steelhead",12.8716299120992,240.638350402455,3.889173872196,991.835853612703,66436.4293651539,1673.18594694478,77.0695010805224,1627.77476275486,7654.45268251433,27.7148813693553,3973.70310264321
2006,1.87867940439311,-0.123284460252947,780.2063935,2861.715615,704.546786,4346.468795,-1.153722239,1.153722239,0.716847932,0,1,0,13.34508052,39581.50882,13.0934959349593,6.2,22.1,158.7,16.7154471544715,4.0225,-4.6,12.2,1253.9,6.37,-22.7150684931507,59100,980100,1318700,1,75,1480,2947,"Steelhead",12.6358244601144,281.73876413292,3.93541917063025,801.675641579755,73199.172053619,1968.18444674121,66.7263302953428,1762.58694916847,7658.67577750634,27.5276295650928,4046.53328519535
2007,1.61474854317428,0.308094947168576,1211.426459,2446.773251,687.4056266,4345.605337,-1.088687464,1.088687464,0.676439554,0,0,1,13.00227771,38564.7557,12.9284552845528,6.3,18.5,304.4,16.4829268292683,3.82644628099174,-1,10,866,6.25619834710744,-27.6657534246575,73300,1011300,1392000,1,65,1741,1421,"Steelhead",12.5168793540139,243.625315543863,4.18281362847931,828.127476275486,74739.6721225218,2329.37107331893,51.2392871684049,2024.02317015879,11963.6848069153,27.3334493399908,4288.1932524446
2008,1.0142874715876,0.558258826185342,768.4915875,2238.438412,591.5215808,3598.45158,-0.533597331,0.533597331,0.485701222,0,1,0,12.66093118,37552.32189,12.2268292682927,5.9,17.6,297.3,15.490243902439,3.57666666666667,-6.6,11.5,659.6,6.28,-21.2011019283747,42500,988400,1434500,1,22,1845,1304,"Steelhead",12.5757391720043,224.329066679194,4.37001282514904,970.539346988631,82076.4179867832,2650.84161107457,50.5085189013123,2101.80291584453,15569.1199599111,26.8742258354032,4449.26307545705
