YYYYMMDD,Sample,Year,Month,Day,Bakun_Index_ 51N_131W,Bakun_Index_ 48N_125W
19971015,11246,1997,10,15,-30,-49
19971016,11247,1997,10,16,11,15
19971017,11248,1997,10,17,23,50
19971018,11249,1997,10,18,14,23
19971019,11250,1997,10,19,2,19
19971020,11251,1997,10,20,-16,5
19971021,11252,1997,10,21,1,4
19971022,11253,1997,10,22,41,26
19971023,11254,1997,10,23,6,30
19971024,11255,1997,10,24,-101,-22
19971025,11256,1997,10,25,-92,-51
19971026,11257,1997,10,26,41,-8
19971027,11258,1997,10,27,-100,0
19971028,11259,1997,10,28,-176,-173
19971029,11260,1997,10,29,-206,-183
19971030,11261,1997,10,30,2,-50
19971031,11262,1997,10,31,-3,-6
19971101,11263,1997,11,01,-103,-52
19971102,11264,1997,11,02,-17,-127
19971103,11265,1997,11,03,-33,-51
19971104,11266,1997,11,04,-159,-83
19971105,11267,1997,11,05,80,-29
19971106,11268,1997,11,06,141,10
19971107,11269,1997,11,07,5,5
19971108,11270,1997,11,08,-267,-80
19971109,11271,1997,11,09,-375,-212
19971110,11272,1997,11,10,-74,-100
19971111,11273,1997,11,11,-1,-32
19971112,11274,1997,11,12,-145,-146
19971113,11275,1997,11,13,-269,-262
19971114,11276,1997,11,14,-226,-152
19971115,11277,1997,11,15,-94,-142
19971116,11278,1997,11,16,-105,-163
19971117,11279,1997,11,17,-33,-22
19971118,11280,1997,11,18,-135,-229
19971119,11281,1997,11,19,-25,-207
19971120,11282,1997,11,20,9,29
19971121,11283,1997,11,21,-58,-43
19971122,11284,1997,11,22,-305,-528
19971123,11285,1997,11,23,-1,-296
19971124,11286,1997,11,24,-17,-67
19971125,11287,1997,11,25,-43,-160
19971126,11288,1997,11,26,-19,-44
19971127,11289,1997,11,27,-42,-126
19971128,11290,1997,11,28,-102,-151
19971129,11291,1997,11,29,-40,-185
19971130,11292,1997,11,30,-33,-18
19971201,11293,1997,12,01,-217,-26
19971202,11294,1997,12,02,-286,-241
19971203,11295,1997,12,03,-40,-166
19971204,11296,1997,12,04,-2,-71
19971205,11297,1997,12,05,-13,-27
19971206,11298,1997,12,06,-123,-129
19971207,11299,1997,12,07,61,-77
19971208,11300,1997,12,08,8,15
19971209,11301,1997,12,09,-300,-104
19971210,11302,1997,12,10,-464,-200
19971211,11303,1997,12,11,-202,-225
19971212,11304,1997,12,12,-437,-443
19971213,11305,1997,12,13,-118,-545
19971214,11306,1997,12,14,-24,-100
19971215,11307,1997,12,15,-141,-440
19971216,11308,1997,12,16,11,-172
19971217,11309,1997,12,17,16,24
19971218,11310,1997,12,18,-230,-68
19971219,11311,1997,12,19,-28,-298
19971220,11312,1997,12,20,137,24
19971221,11313,1997,12,21,-133,20
19971222,11314,1997,12,22,-50,-125
19971223,11315,1997,12,23,36,7
19971224,11316,1997,12,24,8,4
19971225,11317,1997,12,25,-112,-6
19971226,11318,1997,12,26,43,-25
19971227,11319,1997,12,27,-111,-58
19971228,11320,1997,12,28,-10,-35
19971229,11321,1997,12,29,-26,-14
19971230,11322,1997,12,30,7,-6
19971231,11323,1997,12,31,40,-11
19980101,11324,1998,01,01,120,47
19980102,11325,1998,01,02,-18,-29
19980103,11326,1998,01,03,-21,-169
19980104,11327,1998,01,04,-17,-45
19980105,11328,1998,01,05,11,-37
19980106,11329,1998,01,06,6,6
19980107,11330,1998,01,07,15,23
19980108,11331,1998,01,08,-24,-8
19980109,11332,1998,01,09,-34,-29
19980110,11333,1998,01,10,-115,-84
19980111,11334,1998,01,11,-133,-194
19980112,11335,1998,01,12,-237,-401
19980113,11336,1998,01,13,-74,-344
19980114,11337,1998,01,14,24,-197
19980115,11338,1998,01,15,-288,-111
19980116,11339,1998,01,16,-217,-197
19980117,11340,1998,01,17,-224,-127
19980118,11341,1998,01,18,-163,-341
19980119,11342,1998,01,19,-27,-102
19980120,11343,1998,01,20,-79,-45
19980121,11344,1998,01,21,-134,-153
19980122,11345,1998,01,22,-449,-323
19980123,11346,1998,01,23,-88,-549
19980124,11347,1998,01,24,-119,-266
19980125,11348,1998,01,25,-501,-530
19980126,11349,1998,01,26,-164,-104
19980127,11350,1998,01,27,-489,-211
19980128,11351,1998,01,28,-163,-509
19980129,11352,1998,01,29,-89,-139
19980130,11353,1998,01,30,-471,-169
19980131,11354,1998,01,31,-354,-329
19980201,11355,1998,02,01,-356,-334
19980202,11356,1998,02,02,-182,-86
19980203,11357,1998,02,03,-7,-49
19980204,11358,1998,02,04,-28,-83
19980205,11359,1998,02,05,-85,-208
19980206,11360,1998,02,06,-152,-593
19980207,11361,1998,02,07,-159,-212
19980208,11362,1998,02,08,9,-25
19980209,11363,1998,02,09,-461,-187
19980210,11364,1998,02,10,-176,-417
19980211,11365,1998,02,11,-415,-327
19980212,11366,1998,02,12,-177,-326
19980213,11367,1998,02,13,-310,-231
19980214,11368,1998,02,14,-165,-133
19980215,11369,1998,02,15,-167,-80
19980216,11370,1998,02,16,-325,-287
19980217,11371,1998,02,17,-262,-162
19980218,11372,1998,02,18,-256,-344
19980219,11373,1998,02,19,NA,NA
19980220,11374,1998,02,20,-373,-495
19980221,11375,1998,02,21,-40,-111
19980222,11376,1998,02,22,-15,-36
19980223,11377,1998,02,23,-6,21
19980224,11378,1998,02,24,-13,-14
19980225,11379,1998,02,25,34,52
19980226,11380,1998,02,26,1,6
19980227,11381,1998,02,27,-173,-40
19980228,11382,1998,02,28,-101,-81
19980301,11383,1998,03,01,-48,-9
19980302,11384,1998,03,02,-2,1
19980303,11385,1998,03,03,75,13
19980304,11386,1998,03,04,32,2
19980305,11387,1998,03,05,11,7
19980306,11388,1998,03,06,-17,3
19980307,11389,1998,03,07,-302,-96
19980308,11390,1998,03,08,-188,-72
19980309,11391,1998,03,09,-110,-58
19980310,11392,1998,03,10,-240,-171
19980311,11393,1998,03,11,-140,-148
19980312,11394,1998,03,12,-27,-68
19980313,11395,1998,03,13,-40,-1
19980314,11396,1998,03,14,-26,-7
19980315,11397,1998,03,15,6,25
19980316,11398,1998,03,16,25,86
19980317,11399,1998,03,17,-68,4
19980318,11400,1998,03,18,-46,-4
19980319,11401,1998,03,19,-67,-16
19980320,11402,1998,03,20,-35,-18
19980321,11403,1998,03,21,-194,-131
19980322,11404,1998,03,22,-40,-31
19980323,11405,1998,03,23,NA,NA
19980324,11406,1998,03,24,41,1
19980325,11407,1998,03,25,24,29
19980326,11408,1998,03,26,50,41
19980327,11409,1998,03,27,20,-2
19980328,11410,1998,03,28,31,28
19980329,11411,1998,03,29,-28,4
19980330,11412,1998,03,30,14,-12
19980331,11413,1998,03,31,40,12
19980401,11414,1998,04,01,10,5
19980402,11415,1998,04,02,38,15
19980403,11416,1998,04,03,36,16
19980404,11417,1998,04,04,29,6
19980405,11418,1998,04,05,-74,-7
19980406,11419,1998,04,06,8,-7
19980407,11420,1998,04,07,12,27
19980408,11421,1998,04,08,18,11
19980409,11422,1998,04,09,68,9
19980410,11423,1998,04,10,64,13
19980411,11424,1998,04,11,19,2
19980412,11425,1998,04,12,1,-27
19980413,11426,1998,04,13,39,13
19980414,11427,1998,04,14,52,13
19980415,11428,1998,04,15,-24,22
19980416,11429,1998,04,16,-163,3
19980417,11430,1998,04,17,-256,-27
19980418,11431,1998,04,18,-11,-19
19980419,11432,1998,04,19,-53,6
19980420,11433,1998,04,20,-205,-16
19980421,11434,1998,04,21,-130,20
19980422,11435,1998,04,22,-11,45
19980423,11436,1998,04,23,9,72
19980424,11437,1998,04,24,10,32
19980425,11438,1998,04,25,-187,-57
19980426,11439,1998,04,26,-53,-32
19980427,11440,1998,04,27,-22,9
19980428,11441,1998,04,28,-11,13
19980429,11442,1998,04,29,-13,-3
19980430,11443,1998,04,30,14,-23
19980501,11444,1998,05,01,88,-13
19980502,11445,1998,05,02,87,12
19980503,11446,1998,05,03,74,23
19980504,11447,1998,05,04,74,8
19980505,11448,1998,05,05,40,4
19980506,11449,1998,05,06,22,32
19980507,11450,1998,05,07,23,30
19980508,11451,1998,05,08,120,43
19980509,11452,1998,05,09,57,30
19980510,11453,1998,05,10,-1,22
19980511,11454,1998,05,11,19,11
19980512,11455,1998,05,12,75,53
19980513,11456,1998,05,13,-32,22
19980514,11457,1998,05,14,60,-40
19980515,11458,1998,05,15,47,-8
19980516,11459,1998,05,16,63,32
19980517,11460,1998,05,17,50,38
19980518,11461,1998,05,18,7,16
19980519,11462,1998,05,19,11,38
19980520,11463,1998,05,20,4,55
19980521,11464,1998,05,21,-73,7
19980522,11465,1998,05,22,-9,-20
19980523,11466,1998,05,23,-197,-73
19980524,11467,1998,05,24,-108,-17
19980525,11468,1998,05,25,-2,10
19980526,11469,1998,05,26,32,32
19980527,11470,1998,05,27,21,-23
19980528,11471,1998,05,28,-14,8
19980529,11472,1998,05,29,26,29
19980530,11473,1998,05,30,20,22
19980531,11474,1998,05,31,81,46
19980601,11475,1998,06,01,143,48
19980602,11476,1998,06,02,72,13
19980603,11477,1998,06,03,35,13
19980604,11478,1998,06,04,24,16
19980605,11479,1998,06,05,36,15
19980606,11480,1998,06,06,101,25
19980607,11481,1998,06,07,88,26
19980608,11482,1998,06,08,37,19
19980609,11483,1998,06,09,65,14
19980610,11484,1998,06,10,144,67
19980611,11485,1998,06,11,99,68
19980612,11486,1998,06,12,72,108
19980613,11487,1998,06,13,53,98
19980614,11488,1998,06,14,32,15
19980615,11489,1998,06,15,122,139
19980616,11490,1998,06,16,27,40
19980617,11491,1998,06,17,16,20
19980618,11492,1998,06,18,54,41
19980619,11493,1998,06,19,80,27
19980620,11494,1998,06,20,105,27
19980621,11495,1998,06,21,59,40
19980622,11496,1998,06,22,46,51
19980623,11497,1998,06,23,16,10
19980624,11498,1998,06,24,52,10
19980625,11499,1998,06,25,54,19
19980626,11500,1998,06,26,32,33
19980627,11501,1998,06,27,14,41
19980628,11502,1998,06,28,52,34
19980629,11503,1998,06,29,79,21
19980630,11504,1998,06,30,81,34
19980701,11505,1998,07,01,103,30
19980702,11506,1998,07,02,143,33
19980703,11507,1998,07,03,123,27
19980704,11508,1998,07,04,10,21
19980705,11509,1998,07,05,-6,1
19980706,11510,1998,07,06,25,47
19980707,11511,1998,07,07,10,82
19980708,11512,1998,07,08,-10,31
19980709,11513,1998,07,09,-7,26
19980710,11514,1998,07,10,4,30
19980711,11515,1998,07,11,-23,0
19980712,11516,1998,07,12,-5,-12
19980713,11517,1998,07,13,-6,2
19980714,11518,1998,07,14,-26,-136
19980715,11519,1998,07,15,-32,-23
19980716,11520,1998,07,16,16,-58
19980717,11521,1998,07,17,-1,25
19980718,11522,1998,07,18,-44,9
19980719,11523,1998,07,19,-7,18
19980720,11524,1998,07,20,0,56
19980721,11525,1998,07,21,12,45
19980722,11526,1998,07,22,8,63
19980723,11527,1998,07,23,0,57
19980724,11528,1998,07,24,12,30
19980725,11529,1998,07,25,98,27
19980726,11530,1998,07,26,122,10
19980727,11531,1998,07,27,93,13
19980728,11532,1998,07,28,127,14
19980729,11533,1998,07,29,141,23
19980730,11534,1998,07,30,87,22
19980731,11535,1998,07,31,31,64
19980801,11536,1998,08,01,24,37
19980802,11537,1998,08,02,19,20
19980803,11538,1998,08,03,-1,38
19980804,11539,1998,08,04,-8,52
19980805,11540,1998,08,05,38,56
19980806,11541,1998,08,06,-4,61
19980807,11542,1998,08,07,-50,13
19980808,11543,1998,08,08,-44,4
19980809,11544,1998,08,09,1,-2
19980810,11545,1998,08,10,-31,7
19980811,11546,1998,08,11,-86,4
19980812,11547,1998,08,12,-7,34
19980813,11548,1998,08,13,2,64
19980814,11549,1998,08,14,10,66
19980815,11550,1998,08,15,16,26
19980816,11551,1998,08,16,30,15
19980817,11552,1998,08,17,27,7
19980818,11553,1998,08,18,9,14
19980819,11554,1998,08,19,23,14
19980820,11555,1998,08,20,64,21
19980821,11556,1998,08,21,46,22
19980822,11557,1998,08,22,45,37
19980823,11558,1998,08,23,31,32
19980824,11559,1998,08,24,-6,15
19980825,11560,1998,08,25,35,14
19980826,11561,1998,08,26,-6,15
19980827,11562,1998,08,27,-27,10
19980828,11563,1998,08,28,-60,35
19980829,11564,1998,08,29,0,51
19980830,11565,1998,08,30,-29,40
19980831,11566,1998,08,31,-19,26
19980901,11567,1998,09,01,-35,14
19980902,11568,1998,09,02,2,16
19980903,11569,1998,09,03,5,47
19980904,11570,1998,09,04,8,46
19980905,11571,1998,09,05,-133,-1
19980906,11572,1998,09,06,-73,-23
19980907,11573,1998,09,07,1,57
19980908,11574,1998,09,08,-8,32
19980909,11575,1998,09,09,-27,-4
19980910,11576,1998,09,10,-24,-11
19980911,11577,1998,09,11,-7,21
19980912,11578,1998,09,12,4,19
19980913,11579,1998,09,13,32,29
19980914,11580,1998,09,14,19,31
19980915,11581,1998,09,15,12,4
19980916,11582,1998,09,16,-2,-7
19980917,11583,1998,09,17,7,-15
19980918,11584,1998,09,18,16,27
19980919,11585,1998,09,19,-5,20
19980920,11586,1998,09,20,6,18
19980921,11587,1998,09,21,80,26
19980922,11588,1998,09,22,146,26
19980923,11589,1998,09,23,57,24
19980924,11590,1998,09,24,79,31
19980925,11591,1998,09,25,122,85
19980926,11592,1998,09,26,48,14
19980927,11593,1998,09,27,44,32
19980928,11594,1998,09,28,15,37
19980929,11595,1998,09,29,-10,27
19980930,11596,1998,09,30,-20,10
19981001,11597,1998,10,01,11,13
19981002,11598,1998,10,02,6,-7
19981003,11599,1998,10,03,20,-4
19981004,11600,1998,10,04,-114,-39
19981005,11601,1998,10,05,-47,-52
19981006,11602,1998,10,06,-11,-35
19981007,11603,1998,10,07,-1,0
19981008,11604,1998,10,08,2,-29
19981009,11605,1998,10,09,0,-10
19981010,11606,1998,10,10,-112,-67
19981011,11607,1998,10,11,-428,-371
19981012,11608,1998,10,12,-70,-288
19981013,11609,1998,10,13,28,-13
19981014,11610,1998,10,14,55,12
19981015,11611,1998,10,15,-31,8
19981016,11612,1998,10,16,1,-73
19981017,11613,1998,10,17,26,20
19981018,11614,1998,10,18,3,11
19981019,11615,1998,10,19,-30,3
19981020,11616,1998,10,20,-11,-59
19981021,11617,1998,10,21,-20,-95
19981022,11618,1998,10,22,-163,-45
19981023,11619,1998,10,23,-423,-162
19981024,11620,1998,10,24,-56,-147
19981025,11621,1998,10,25,-53,-28
19981026,11622,1998,10,26,-160,-18
19981027,11623,1998,10,27,68,14
19981028,11624,1998,10,28,-50,-8
19981029,11625,1998,10,29,-40,-68
19981030,11626,1998,10,30,-398,-227
19981031,11627,1998,10,31,-114,-109
19981101,11628,1998,11,01,-20,-64
19981102,11629,1998,11,02,-116,-51
19981103,11630,1998,11,03,-112,-128
19981104,11631,1998,11,04,-37,-22
19981105,11632,1998,11,05,-61,-37
19981106,11633,1998,11,06,-8,-66
19981107,11634,1998,11,07,16,-7
19981108,11635,1998,11,08,32,2
19981109,11636,1998,11,09,-57,-40
19981110,11637,1998,11,10,-37,-102
19981111,11638,1998,11,11,-5,-16
19981112,11639,1998,11,12,8,-194
19981113,11640,1998,11,13,-6,-23
19981114,11641,1998,11,14,-69,-334
19981115,11642,1998,11,15,0,-141
19981116,11643,1998,11,16,-6,-68
19981117,11644,1998,11,17,25,7
19981118,11645,1998,11,18,-182,-58
19981119,11646,1998,11,19,-276,-239
19981120,11647,1998,11,20,-60,-214
19981121,11648,1998,11,21,-5,-95
19981122,11649,1998,11,22,-17,-89
19981123,11650,1998,11,23,-4,-560
19981124,11651,1998,11,24,-247,-435
19981125,11652,1998,11,25,-307,-239
19981126,11653,1998,11,26,10,-137
19981127,11654,1998,11,27,13,-27
19981128,11655,1998,11,28,-253,-158
19981129,11656,1998,11,29,-65,-88
19981130,11657,1998,11,30,-176,-28
19981201,11658,1998,12,01,-38,-309
19981202,11659,1998,12,02,-17,-16
19981203,11660,1998,12,03,52,-8
19981204,11661,1998,12,04,-36,-30
19981205,11662,1998,12,05,167,-89
19981206,11663,1998,12,06,-174,-129
19981207,11664,1998,12,07,-15,-164
19981208,11665,1998,12,08,-149,-60
19981209,11666,1998,12,09,-395,-327
19981210,11667,1998,12,10,-125,-76
19981211,11668,1998,12,11,-259,-175
19981212,11669,1998,12,12,-39,-289
19981213,11670,1998,12,13,40,55
19981214,11671,1998,12,14,-201,-130
19981215,11672,1998,12,15,-52,-64
19981216,11673,1998,12,16,6,-12
19981217,11674,1998,12,17,149,153
19981218,11675,1998,12,18,78,21
19981219,11676,1998,12,19,34,51
19981220,11677,1998,12,20,33,19
19981221,11678,1998,12,21,14,-78
19981222,11679,1998,12,22,-2,-5
19981223,11680,1998,12,23,-154,-157
19981224,11681,1998,12,24,-62,-195
19981225,11682,1998,12,25,19,16
19981226,11683,1998,12,26,-13,-14
19981227,11684,1998,12,27,-55,-139
19981228,11685,1998,12,28,-52,-33
19981229,11686,1998,12,29,-3,-27
19981230,11687,1998,12,30,-66,-157
19981231,11688,1998,12,31,74,72
19990101,11689,1999,01,01,-140,-5
19990102,11690,1999,01,02,-68,-10
19990103,11691,1999,01,03,-70,-28
19990104,11692,1999,01,04,-38,-22
19990105,11693,1999,01,05,-30,-28
19990106,11694,1999,01,06,41,3
19990107,11695,1999,01,07,-3,25
19990108,11696,1999,01,08,-44,-18
19990109,11697,1999,01,09,-59,-65
19990110,11698,1999,01,10,-23,-94
19990111,11699,1999,01,11,-2,-26
19990112,11700,1999,01,12,-72,-8
19990113,11701,1999,01,13,-301,-347
19990114,11702,1999,01,14,19,-85
19990115,11703,1999,01,15,-72,-131
19990116,11704,1999,01,16,3,-45
19990117,11705,1999,01,17,-187,-364
19990118,11706,1999,01,18,29,-221
19990119,11707,1999,01,19,16,-63
19990120,11708,1999,01,20,15,-55
19990121,11709,1999,01,21,23,-1
19990122,11710,1999,01,22,118,-8
19990123,11711,1999,01,23,114,21
19990124,11712,1999,01,24,28,-13
19990125,11713,1999,01,25,107,-34
19990126,11714,1999,01,26,-6,72
19990127,11715,1999,01,27,45,-154
19990128,11716,1999,01,28,-27,-264
19990129,11717,1999,01,29,-14,-106
19990130,11718,1999,01,30,-73,-66
19990131,11719,1999,01,31,45,-30
19990201,11720,1999,02,01,-97,-216
19990202,11721,1999,02,02,193,57
19990203,11722,1999,02,03,-142,-275
19990204,11723,1999,02,04,-254,-17
19990205,11724,1999,02,05,-265,-668
19990206,11725,1999,02,06,-2,-90
19990207,11726,1999,02,07,2,-49
19990208,11727,1999,02,08,4,-129
19990209,11728,1999,02,09,15,-29
19990210,11729,1999,02,10,-537,-185
19990211,11730,1999,02,11,-499,-1036
19990212,11731,1999,02,12,-333,-551
19990213,11732,1999,02,13,-35,-53
19990214,11733,1999,02,14,-214,-30
19990215,11734,1999,02,15,-522,-652
19990216,11735,1999,02,16,-144,-318
19990217,11736,1999,02,17,3,-41
19990218,11737,1999,02,18,30,-46
19990219,11738,1999,02,19,-101,-81
19990220,11739,1999,02,20,-92,-373
19990221,11740,1999,02,21,-64,-377
19990222,11741,1999,02,22,52,-287
19990223,11742,1999,02,23,-126,-255
19990224,11743,1999,02,24,-56,-263
19990225,11744,1999,02,25,75,-36
19990226,11745,1999,02,26,-484,-326
19990227,11746,1999,02,27,-227,-195
19990228,11747,1999,02,28,-159,-111
19990301,11748,1999,03,01,29,-47
19990302,11749,1999,03,02,23,-349
19990303,11750,1999,03,03,260,-90
19990304,11751,1999,03,04,109,34
19990305,11752,1999,03,05,-18,-8
19990306,11753,1999,03,06,-10,-15
19990307,11754,1999,03,07,-55,-125
19990308,11755,1999,03,08,-29,-520
19990309,11756,1999,03,09,-5,-244
19990310,11757,1999,03,10,-76,-44
19990311,11758,1999,03,11,-291,-174
19990312,11759,1999,03,12,-37,-135
19990313,11760,1999,03,13,7,-11
19990314,11761,1999,03,14,-15,30
19990315,11762,1999,03,15,36,10
19990316,11763,1999,03,16,-93,-6
19990317,11764,1999,03,17,-121,-188
19990318,11765,1999,03,18,-1,-2
19990319,11766,1999,03,19,-44,-34
19990320,11767,1999,03,20,-45,-18
19990321,11768,1999,03,21,-176,-168
19990322,11769,1999,03,22,-160,-191
19990323,11770,1999,03,23,-352,-254
19990324,11771,1999,03,24,-224,-40
19990325,11772,1999,03,25,-69,-95
19990326,11773,1999,03,26,60,18
19990327,11774,1999,03,27,-101,-49
19990328,11775,1999,03,28,-154,-441
19990329,11776,1999,03,29,80,-246
19990330,11777,1999,03,30,27,-11
19990331,11778,1999,03,31,-1,38
19990401,11779,1999,04,01,-38,34
19990402,11780,1999,04,02,146,112
19990403,11781,1999,04,03,NA,NA
19990404,11782,1999,04,04,NA,NA
19990405,11783,1999,04,05,98,-27
19990406,11784,1999,04,06,39,13
19990407,11785,1999,04,07,66,-32
19990408,11786,1999,04,08,47,39
19990409,11787,1999,04,09,-106,-157
19990410,11788,1999,04,10,-11,-54
19990411,11789,1999,04,11,-108,-4
19990412,11790,1999,04,12,49,60
19990413,11791,1999,04,13,-12,52
19990414,11792,1999,04,14,-81,-7
19990415,11793,1999,04,15,-25,-87
19990416,11794,1999,04,16,-29,-96
19990417,11795,1999,04,17,-98,1
19990418,11796,1999,04,18,-232,-10
19990419,11797,1999,04,19,-12,-29
19990420,11798,1999,04,20,-4,17
19990421,11799,1999,04,21,61,44
19990422,11800,1999,04,22,-16,44
19990423,11801,1999,04,23,-32,27
19990424,11802,1999,04,24,-2,33
19990425,11803,1999,04,25,2,68
19990426,11804,1999,04,26,-1,-3
19990427,11805,1999,04,27,34,37
19990428,11806,1999,04,28,7,68
19990429,11807,1999,04,29,-111,31
19990430,11808,1999,04,30,-12,-7
19990501,11809,1999,05,01,11,-11
19990502,11810,1999,05,02,37,2
19990503,11811,1999,05,03,62,59
19990504,11812,1999,05,04,6,25
19990505,11813,1999,05,05,-600,-173
19990506,11814,1999,05,06,-17,-3
19990507,11815,1999,05,07,10,-11
19990508,11816,1999,05,08,17,21
19990509,11817,1999,05,09,-35,10
19990510,11818,1999,05,10,-193,-25
19990511,11819,1999,05,11,16,-7
19990512,11820,1999,05,12,-5,46
19990513,11821,1999,05,13,11,6
19990514,11822,1999,05,14,44,28
19990515,11823,1999,05,15,24,26
19990516,11824,1999,05,16,7,-2
19990517,11825,1999,05,17,55,-9
19990518,11826,1999,05,18,28,44
19990519,11827,1999,05,19,-51,6
19990520,11828,1999,05,20,-74,-2
19990521,11829,1999,05,21,-26,-4
19990522,11830,1999,05,22,-114,14
19990523,11831,1999,05,23,-59,6
19990524,11832,1999,05,24,18,75
19990525,11833,1999,05,25,0,98
19990526,11834,1999,05,26,-174,14
19990527,11835,1999,05,27,19,72
19990528,11836,1999,05,28,45,121
19990529,11837,1999,05,29,62,111
19990530,11838,1999,05,30,33,59
19990531,11839,1999,05,31,111,125
19990601,11840,1999,06,01,118,34
19990602,11841,1999,06,02,34,32
19990603,11842,1999,06,03,21,68
19990604,11843,1999,06,04,21,-1
19990605,11844,1999,06,05,57,48
19990606,11845,1999,06,06,3,-12
19990607,11846,1999,06,07,37,9
19990608,11847,1999,06,08,40,18
19990609,11848,1999,06,09,3,17
19990610,11849,1999,06,10,-63,-3
19990611,11850,1999,06,11,-270,-58
19990612,11851,1999,06,12,-255,-72
19990613,11852,1999,06,13,-119,0
19990614,11853,1999,06,14,-43,1
19990615,11854,1999,06,15,-7,14
19990616,11855,1999,06,16,-69,6
19990617,11856,1999,06,17,-16,4
19990618,11857,1999,06,18,-5,20
19990619,11858,1999,06,19,-96,-9
19990620,11859,1999,06,20,-12,-8
19990621,11860,1999,06,21,5,35
19990622,11861,1999,06,22,4,11
19990623,11862,1999,06,23,11,-6
19990624,11863,1999,06,24,84,48
19990625,11864,1999,06,25,70,68
19990626,11865,1999,06,26,37,46
19990627,11866,1999,06,27,-130,17
19990628,11867,1999,06,28,-36,-14
19990629,11868,1999,06,29,-25,-3
19990630,11869,1999,06,30,29,31
19990701,11870,1999,07,01,68,71
19990702,11871,1999,07,02,106,25
19990703,11872,1999,07,03,54,3
19990704,11873,1999,07,04,0,2
19990705,11874,1999,07,05,2,19
19990706,11875,1999,07,06,60,27
19990707,11876,1999,07,07,17,30
19990708,11877,1999,07,08,-97,15
19990709,11878,1999,07,09,-60,10
19990710,11879,1999,07,10,-20,18
19990711,11880,1999,07,11,-2,62
19990712,11881,1999,07,12,60,131
19990713,11882,1999,07,13,169,163
19990714,11883,1999,07,14,210,48
19990715,11884,1999,07,15,69,5
19990716,11885,1999,07,16,80,17
19990717,11886,1999,07,17,115,23
19990718,11887,1999,07,18,70,20
19990719,11888,1999,07,19,55,32
19990720,11889,1999,07,20,40,29
19990721,11890,1999,07,21,6,10
19990722,11891,1999,07,22,7,23
19990723,11892,1999,07,23,43,33
19990724,11893,1999,07,24,41,59
19990725,11894,1999,07,25,2,21
19990726,11895,1999,07,26,10,25
19990727,11896,1999,07,27,7,40
19990728,11897,1999,07,28,25,46
19990729,11898,1999,07,29,41,22
19990730,11899,1999,07,30,70,24
19990731,11900,1999,07,31,41,10
19990801,11901,1999,08,01,-1,1
19990802,11902,1999,08,02,-12,9
19990803,11903,1999,08,03,-10,18
19990804,11904,1999,08,04,24,44
19990805,11905,1999,08,05,59,32
19990806,11906,1999,08,06,24,26
19990807,11907,1999,08,07,7,2
19990808,11908,1999,08,08,3,11
19990809,11909,1999,08,09,41,41
19990810,11910,1999,08,10,71,51
19990811,11911,1999,08,11,37,25
19990812,11912,1999,08,12,26,5
19990813,11913,1999,08,13,23,17
19990814,11914,1999,08,14,-7,5
19990815,11915,1999,08,15,-2,-22
19990816,11916,1999,08,16,-106,-9
19990817,11917,1999,08,17,-19,5
19990818,11918,1999,08,18,-5,0
19990819,11919,1999,08,19,-5,4
19990820,11920,1999,08,20,-45,8
19990821,11921,1999,08,21,-65,28
19990822,11922,1999,08,22,-5,26
19990823,11923,1999,08,23,-10,25
19990824,11924,1999,08,24,-2,-24
19990825,11925,1999,08,25,9,26
19990826,11926,1999,08,26,-8,7
19990827,11927,1999,08,27,-201,8
19990828,11928,1999,08,28,-25,52
19990829,11929,1999,08,29,9,83
19990830,11930,1999,08,30,25,79
19990831,11931,1999,08,31,-5,0
19990901,11932,1999,09,01,-1,17
19990902,11933,1999,09,02,31,32
19990903,11934,1999,09,03,10,15
19990904,11935,1999,09,04,-16,-13
19990905,11936,1999,09,05,113,20
19990906,11937,1999,09,06,33,55
19990907,11938,1999,09,07,-99,11
19990908,11939,1999,09,08,9,10
19990909,11940,1999,09,09,34,82
19990910,11941,1999,09,10,9,56
19990911,11942,1999,09,11,2,11
19990912,11943,1999,09,12,7,-22
19990913,11944,1999,09,13,51,-8
19990914,11945,1999,09,14,28,23
19990915,11946,1999,09,15,17,46
19990916,11947,1999,09,16,44,23
19990917,11948,1999,09,17,0,34
19990918,11949,1999,09,18,-6,22
19990919,11950,1999,09,19,22,23
19990920,11951,1999,09,20,10,23
19990921,11952,1999,09,21,-9,13
19990922,11953,1999,09,22,-119,1
19990923,11954,1999,09,23,25,46
19990924,11955,1999,09,24,78,-56
19990925,11956,1999,09,25,107,173
19990926,11957,1999,09,26,34,43
19990927,11958,1999,09,27,-34,7
19990928,11959,1999,09,28,-22,-15
19990929,11960,1999,09,29,77,37
19990930,11961,1999,09,30,131,38
19991001,11962,1999,10,01,105,15
19991002,11963,1999,10,02,45,10
19991003,11964,1999,10,03,5,10
19991004,11965,1999,10,04,-15,-13
19991005,11966,1999,10,05,-75,-114
19991006,11967,1999,10,06,-26,-30
19991007,11968,1999,10,07,9,-22
19991008,11969,1999,10,08,15,15
19991009,11970,1999,10,09,-5,-1
19991010,11971,1999,10,10,-6,7
19991011,11972,1999,10,11,-64,-3
19991012,11973,1999,10,12,-77,-90
19991013,11974,1999,10,13,77,42
19991014,11975,1999,10,14,44,67
19991015,11976,1999,10,15,5,52
19991016,11977,1999,10,16,NA,NA
