YYYYMMDD,Sample,Year,Month,Day,Bakun_Index_ 51N_131W,Bakun_Index_ 48N_125W
19820705,5665,1982,07,05,-145,-1
19820706,5666,1982,07,06,-92,8
19820707,5667,1982,07,07,-202,8
19820708,5668,1982,07,08,-118,2
19820709,5669,1982,07,09,-36,6
19820710,5670,1982,07,10,-34,32
19820711,5671,1982,07,11,-36,26
19820712,5672,1982,07,12,-4,14
19820713,5673,1982,07,13,31,36
19820714,5674,1982,07,14,95,45
19820715,5675,1982,07,15,127,50
19820716,5676,1982,07,16,22,12
19820717,5677,1982,07,17,39,50
19820718,5678,1982,07,18,47,85
19820719,5679,1982,07,19,13,58
19820720,5680,1982,07,20,17,40
19820721,5681,1982,07,21,40,41
19820722,5682,1982,07,22,46,15
19820723,5683,1982,07,23,93,13
19820724,5684,1982,07,24,89,26
19820725,5685,1982,07,25,60,29
19820726,5686,1982,07,26,40,23
19820727,5687,1982,07,27,22,33
19820728,5688,1982,07,28,3,24
19820729,5689,1982,07,29,5,62
19820730,5690,1982,07,30,21,41
19820731,5691,1982,07,31,13,47
19820801,5692,1982,08,01,40,51
19820802,5693,1982,08,02,15,24
19820803,5694,1982,08,03,-3,15
19820804,5695,1982,08,04,-88,-7
19820805,5696,1982,08,05,-69,-43
19820806,5697,1982,08,06,-26,13
19820807,5698,1982,08,07,-21,20
19820808,5699,1982,08,08,3,50
19820809,5700,1982,08,09,-7,37
19820810,5701,1982,08,10,5,11
19820811,5702,1982,08,11,22,60
19820812,5703,1982,08,12,33,16
19820813,5704,1982,08,13,55,45
19820814,5705,1982,08,14,12,19
19820815,5706,1982,08,15,3,11
19820816,5707,1982,08,16,2,13
19820817,5708,1982,08,17,0,29
19820818,5709,1982,08,18,28,56
19820819,5710,1982,08,19,46,29
19820820,5711,1982,08,20,48,23
19820821,5712,1982,08,21,46,46
19820822,5713,1982,08,22,56,74
19820823,5714,1982,08,23,82,58
19820824,5715,1982,08,24,97,78
19820825,5716,1982,08,25,92,63
19820826,5717,1982,08,26,29,47
19820827,5718,1982,08,27,7,20
19820828,5719,1982,08,28,-9,11
19820829,5720,1982,08,29,13,25
19820830,5721,1982,08,30,4,13
19820831,5722,1982,08,31,6,19
19820901,5723,1982,09,01,7,24
19820902,5724,1982,09,02,8,4
19820903,5725,1982,09,03,3,-1
19820904,5726,1982,09,04,-13,1
19820905,5727,1982,09,05,-87,-2
19820906,5728,1982,09,06,-80,-3
19820907,5729,1982,09,07,-20,1
19820908,5730,1982,09,08,-3,-13
19820909,5731,1982,09,09,25,35
19820910,5732,1982,09,10,8,23
19820911,5733,1982,09,11,45,25
19820912,5734,1982,09,12,11,35
19820913,5735,1982,09,13,29,21
19820914,5736,1982,09,14,25,7
19820915,5737,1982,09,15,64,5
19820916,5738,1982,09,16,28,-2
19820917,5739,1982,09,17,16,2
19820918,5740,1982,09,18,8,5
19820919,5741,1982,09,19,3,14
19820920,5742,1982,09,20,23,15
19820921,5743,1982,09,21,24,16
19820922,5744,1982,09,22,8,23
19820923,5745,1982,09,23,-8,-5
19820924,5746,1982,09,24,-27,-52
19820925,5747,1982,09,25,-17,-152
19820926,5748,1982,09,26,37,28
19820927,5749,1982,09,27,79,97
19820928,5750,1982,09,28,106,188
19820929,5751,1982,09,29,10,27
19820930,5752,1982,09,30,-6,9
19821001,5753,1982,10,01,10,10
19821002,5754,1982,10,02,19,32
19821003,5755,1982,10,03,-39,-9
19821004,5756,1982,10,04,-69,-14
19821005,5757,1982,10,05,-289,-185
19821006,5758,1982,10,06,37,-25
19821007,5759,1982,10,07,-53,6
19821008,5760,1982,10,08,-47,-41
19821009,5761,1982,10,09,-120,-78
19821010,5762,1982,10,10,-17,-96
19821011,5763,1982,10,11,-13,15
19821012,5764,1982,10,12,-19,5
19821013,5765,1982,10,13,5,-13
19821014,5766,1982,10,14,11,-31
19821015,5767,1982,10,15,36,-45
19821016,5768,1982,10,16,142,65
19821017,5769,1982,10,17,65,49
19821018,5770,1982,10,18,0,-19
19821019,5771,1982,10,19,3,-46
19821020,5772,1982,10,20,-10,-146
19821021,5773,1982,10,21,-21,-408
19821022,5774,1982,10,22,-215,-308
19821023,5775,1982,10,23,-281,-291
19821024,5776,1982,10,24,-107,-139
19821025,5777,1982,10,25,-19,-304
19821026,5778,1982,10,26,80,-45
19821027,5779,1982,10,27,-8,-98
19821028,5780,1982,10,28,20,-97
19821029,5781,1982,10,29,22,28
19821030,5782,1982,10,30,11,2
19821031,5783,1982,10,31,36,8
19821101,5784,1982,11,01,-58,5
19821102,5785,1982,11,02,-287,-146
19821103,5786,1982,11,03,-164,-417
19821104,5787,1982,11,04,-14,-40
19821105,5788,1982,11,05,38,-29
19821106,5789,1982,11,06,2,5
19821107,5790,1982,11,07,29,-76
19821108,5791,1982,11,08,62,9
19821109,5792,1982,11,09,6,6
19821110,5793,1982,11,10,6,17
19821111,5794,1982,11,11,3,-11
19821112,5795,1982,11,12,20,3
19821113,5796,1982,11,13,-35,-12
19821114,5797,1982,11,14,5,-16
19821115,5798,1982,11,15,-83,-119
19821116,5799,1982,11,16,59,-136
19821117,5800,1982,11,17,11,-2
19821118,5801,1982,11,18,20,-13
19821119,5802,1982,11,19,30,17
19821120,5803,1982,11,20,23,6
19821121,5804,1982,11,21,-33,-38
19821122,5805,1982,11,22,-60,-197
19821123,5806,1982,11,23,-19,-157
19821124,5807,1982,11,24,-116,-62
19821125,5808,1982,11,25,-308,-326
19821126,5809,1982,11,26,-43,-397
19821127,5810,1982,11,27,-30,-283
19821128,5811,1982,11,28,-8,-77
19821129,5812,1982,11,29,-18,-50
19821130,5813,1982,11,30,33,9
19821201,5814,1982,12,01,-12,-9
19821202,5815,1982,12,02,-9,-219
19821203,5816,1982,12,03,55,-45
19821204,5817,1982,12,04,6,16
19821205,5818,1982,12,05,-37,1
19821206,5819,1982,12,06,3,25
19821207,5820,1982,12,07,-102,-39
19821208,5821,1982,12,08,-23,-139
19821209,5822,1982,12,09,-15,-76
19821210,5823,1982,12,10,-89,-113
19821211,5824,1982,12,11,-154,-245
19821212,5825,1982,12,12,-17,-25
19821213,5826,1982,12,13,-243,-95
19821214,5827,1982,12,14,-449,-512
19821215,5828,1982,12,15,-147,-464
19821216,5829,1982,12,16,-11,-212
19821217,5830,1982,12,17,-27,-114
19821218,5831,1982,12,18,-24,-586
19821219,5832,1982,12,19,-32,-81
19821220,5833,1982,12,20,-204,-139
19821221,5834,1982,12,21,-78,-118
19821222,5835,1982,12,22,-20,-45
19821223,5836,1982,12,23,-77,-5
19821224,5837,1982,12,24,-196,-302
19821225,5838,1982,12,25,103,-94
19821226,5839,1982,12,26,-1,14
19821227,5840,1982,12,27,-12,-47
19821228,5841,1982,12,28,-1,-13
19821229,5842,1982,12,29,-3,-15
19821230,5843,1982,12,30,-38,-60
19821231,5844,1982,12,31,-137,-124
19830101,5845,1983,01,01,-254,-368
19830102,5846,1983,01,02,-50,-137
19830103,5847,1983,01,03,-85,-229
19830104,5848,1983,01,04,16,-43
19830105,5849,1983,01,05,-27,12
19830106,5850,1983,01,06,-193,-103
19830107,5851,1983,01,07,-79,-97
19830108,5852,1983,01,08,79,104
19830109,5853,1983,01,09,39,-49
19830110,5854,1983,01,10,-164,10
19830111,5855,1983,01,11,-98,-105
19830112,5856,1983,01,12,2,1
19830113,5857,1983,01,13,-226,-12
19830114,5858,1983,01,14,-117,-67
19830115,5859,1983,01,15,-158,-151
19830116,5860,1983,01,16,-224,-159
19830117,5861,1983,01,17,-326,-369
19830118,5862,1983,01,18,-78,-371
19830119,5863,1983,01,19,39,-6
19830120,5864,1983,01,20,-27,0
19830121,5865,1983,01,21,-105,-72
19830122,5866,1983,01,22,-142,-122
19830123,5867,1983,01,23,-408,-375
19830124,5868,1983,01,24,-495,-407
19830125,5869,1983,01,25,-742,-686
19830126,5870,1983,01,26,-135,-181
19830127,5871,1983,01,27,-62,-9
19830128,5872,1983,01,28,-539,-367
19830129,5873,1983,01,29,-138,-64
19830130,5874,1983,01,30,-201,-109
19830131,5875,1983,01,31,-302,-125
19830201,5876,1983,02,01,-136,-126
19830202,5877,1983,02,02,-16,-70
19830203,5878,1983,02,03,-36,-62
19830204,5879,1983,02,04,-148,-78
19830205,5880,1983,02,05,-350,-309
19830206,5881,1983,02,06,-66,-208
19830207,5882,1983,02,07,-26,-15
19830208,5883,1983,02,08,-64,-166
19830209,5884,1983,02,09,0,-153
19830210,5885,1983,02,10,-172,-333
19830211,5886,1983,02,11,-161,-455
19830212,5887,1983,02,12,-90,-145
19830213,5888,1983,02,13,-63,-53
19830214,5889,1983,02,14,-220,-165
19830215,5890,1983,02,15,-148,-193
19830216,5891,1983,02,16,-270,-279
19830217,5892,1983,02,17,19,-163
19830218,5893,1983,02,18,-65,26
19830219,5894,1983,02,19,-267,-253
19830220,5895,1983,02,20,-95,-30
19830221,5896,1983,02,21,-193,-215
19830222,5897,1983,02,22,-344,-285
19830223,5898,1983,02,23,-35,-63
19830224,5899,1983,02,24,-216,-58
19830225,5900,1983,02,25,-132,-183
19830226,5901,1983,02,26,-19,-53
19830227,5902,1983,02,27,2,15
19830228,5903,1983,02,28,23,-9
19830301,5904,1983,03,01,17,-25
19830302,5905,1983,03,02,40,-7
19830303,5906,1983,03,03,74,41
19830304,5907,1983,03,04,31,16
19830305,5908,1983,03,05,-14,-23
19830306,5909,1983,03,06,-155,-154
19830307,5910,1983,03,07,-177,-115
19830308,5911,1983,03,08,-327,-465
19830309,5912,1983,03,09,-136,-99
19830310,5913,1983,03,10,-89,-21
19830311,5914,1983,03,11,-260,-117
19830312,5915,1983,03,12,-88,-210
19830313,5916,1983,03,13,-11,-171
19830314,5917,1983,03,14,16,-17
19830315,5918,1983,03,15,-128,-56
19830316,5919,1983,03,16,-196,-242
19830317,5920,1983,03,17,-16,-26
19830318,5921,1983,03,18,5,2
19830319,5922,1983,03,19,-2,-2
19830320,5923,1983,03,20,-19,-22
19830321,5924,1983,03,21,-30,-24
19830322,5925,1983,03,22,-18,-40
19830323,5926,1983,03,23,2,-33
19830324,5927,1983,03,24,17,11
19830325,5928,1983,03,25,-123,-9
19830326,5929,1983,03,26,-104,-180
19830327,5930,1983,03,27,-75,-21
19830328,5931,1983,03,28,-197,-138
19830329,5932,1983,03,29,-124,-133
19830330,5933,1983,03,30,-43,-31
19830331,5934,1983,03,31,-112,-18
19830401,5935,1983,04,01,-442,-194
19830402,5936,1983,04,02,-88,-13
19830403,5937,1983,04,03,-8,50
19830404,5938,1983,04,04,-78,24
19830405,5939,1983,04,05,-34,4
19830406,5940,1983,04,06,41,23
19830407,5941,1983,04,07,75,138
19830408,5942,1983,04,08,4,17
19830409,5943,1983,04,09,60,-4
19830410,5944,1983,04,10,73,15
19830411,5945,1983,04,11,40,28
19830412,5946,1983,04,12,6,37
19830413,5947,1983,04,13,-26,3
19830414,5948,1983,04,14,-17,3
19830415,5949,1983,04,15,28,22
19830416,5950,1983,04,16,9,16
19830417,5951,1983,04,17,15,3
19830418,5952,1983,04,18,29,36
19830419,5953,1983,04,19,-8,30
19830420,5954,1983,04,20,4,19
19830421,5955,1983,04,21,-115,-4
19830422,5956,1983,04,22,-87,-94
19830423,5957,1983,04,23,6,-6
19830424,5958,1983,04,24,12,0
19830425,5959,1983,04,25,0,4
19830426,5960,1983,04,26,-8,-14
19830427,5961,1983,04,27,17,6
19830428,5962,1983,04,28,56,-2
19830429,5963,1983,04,29,41,18
19830430,5964,1983,04,30,40,45
19830501,5965,1983,05,01,33,31
19830502,5966,1983,05,02,9,18
19830503,5967,1983,05,03,-17,8
19830504,5968,1983,05,04,-20,0
19830505,5969,1983,05,05,-5,9
19830506,5970,1983,05,06,-71,-49
19830507,5971,1983,05,07,-17,-29
19830508,5972,1983,05,08,11,39
19830509,5973,1983,05,09,36,51
19830510,5974,1983,05,10,13,54
19830511,5975,1983,05,11,-5,26
19830512,5976,1983,05,12,0,13
19830513,5977,1983,05,13,23,30
19830514,5978,1983,05,14,57,34
19830515,5979,1983,05,15,41,78
19830516,5980,1983,05,16,-15,41
19830517,5981,1983,05,17,13,28
19830518,5982,1983,05,18,4,82
19830519,5983,1983,05,19,31,69
19830520,5984,1983,05,20,77,129
19830521,5985,1983,05,21,45,76
19830522,5986,1983,05,22,22,43
19830523,5987,1983,05,23,15,33
19830524,5988,1983,05,24,12,39
19830525,5989,1983,05,25,11,67
19830526,5990,1983,05,26,-63,29
19830527,5991,1983,05,27,-64,4
19830528,5992,1983,05,28,-10,-11
19830529,5993,1983,05,29,-15,7
19830530,5994,1983,05,30,-16,83
19830531,5995,1983,05,31,83,201
19830601,5996,1983,06,01,153,139
19830602,5997,1983,06,02,59,92
19830603,5998,1983,06,03,11,84
19830604,5999,1983,06,04,-9,45
19830605,6000,1983,06,05,-13,23
19830606,6001,1983,06,06,-5,52
19830607,6002,1983,06,07,-4,45
19830608,6003,1983,06,08,-21,28
19830609,6004,1983,06,09,-39,-58
19830610,6005,1983,06,10,4,-5
19830611,6006,1983,06,11,11,18
19830612,6007,1983,06,12,-30,12
19830613,6008,1983,06,13,-88,-9
19830614,6009,1983,06,14,-37,-22
19830615,6010,1983,06,15,-67,22
19830616,6011,1983,06,16,-159,-19
19830617,6012,1983,06,17,1,-4
19830618,6013,1983,06,18,10,17
19830619,6014,1983,06,19,14,37
19830620,6015,1983,06,20,1,28
19830621,6016,1983,06,21,-33,-1
19830622,6017,1983,06,22,5,-3
19830623,6018,1983,06,23,44,11
19830624,6019,1983,06,24,15,-4
19830625,6020,1983,06,25,-7,3
19830626,6021,1983,06,26,0,30
19830627,6022,1983,06,27,-29,38
19830628,6023,1983,06,28,-21,11
19830629,6024,1983,06,29,-7,20
19830630,6025,1983,06,30,-112,-48
19830701,6026,1983,07,01,-7,10
19830702,6027,1983,07,02,-12,18
19830703,6028,1983,07,03,-145,-11
19830704,6029,1983,07,04,-76,17
19830705,6030,1983,07,05,-21,29
19830706,6031,1983,07,06,8,18
19830707,6032,1983,07,07,11,26
19830708,6033,1983,07,08,-15,37
19830709,6034,1983,07,09,-70,2
19830710,6035,1983,07,10,-16,-12
19830711,6036,1983,07,11,3,-23
19830712,6037,1983,07,12,0,1
19830713,6038,1983,07,13,136,23
19830714,6039,1983,07,14,106,93
19830715,6040,1983,07,15,76,55
19830716,6041,1983,07,16,70,26
19830717,6042,1983,07,17,63,23
19830718,6043,1983,07,18,32,25
19830719,6044,1983,07,19,8,28
19830720,6045,1983,07,20,-5,0
19830721,6046,1983,07,21,-5,9
19830722,6047,1983,07,22,-1,54
19830723,6048,1983,07,23,-1,61
19830724,6049,1983,07,24,9,45
19830725,6050,1983,07,25,4,27
19830726,6051,1983,07,26,-46,-37
19830727,6052,1983,07,27,4,-14
19830728,6053,1983,07,28,-8,8
19830729,6054,1983,07,29,-88,4
19830730,6055,1983,07,30,-27,12
19830731,6056,1983,07,31,-4,53
19830801,6057,1983,08,01,-46,14
19830802,6058,1983,08,02,-13,-6
19830803,6059,1983,08,03,-31,9
19830804,6060,1983,08,04,-15,8
19830805,6061,1983,08,05,-20,13
19830806,6062,1983,08,06,-13,18
19830807,6063,1983,08,07,10,12
19830808,6064,1983,08,08,21,20
19830809,6065,1983,08,09,5,51
19830810,6066,1983,08,10,14,56
19830811,6067,1983,08,11,22,46
19830812,6068,1983,08,12,-2,22
19830813,6069,1983,08,13,25,65
19830814,6070,1983,08,14,13,69
19830815,6071,1983,08,15,6,71
19830816,6072,1983,08,16,30,47
19830817,6073,1983,08,17,23,75
19830818,6074,1983,08,18,16,38
19830819,6075,1983,08,19,35,74
19830820,6076,1983,08,20,13,56
19830821,6077,1983,08,21,30,34
19830822,6078,1983,08,22,17,35
19830823,6079,1983,08,23,-3,43
19830824,6080,1983,08,24,-14,7
19830825,6081,1983,08,25,-27,4
19830826,6082,1983,08,26,-34,1
19830827,6083,1983,08,27,-161,-17
19830828,6084,1983,08,28,-100,-72
19830829,6085,1983,08,29,-13,-50
19830830,6086,1983,08,30,3,-6
19830831,6087,1983,08,31,-2,6
19830901,6088,1983,09,01,14,9
19830902,6089,1983,09,02,25,18
19830903,6090,1983,09,03,29,34
19830904,6091,1983,09,04,75,85
19830905,6092,1983,09,05,-31,18
19830906,6093,1983,09,06,102,39
19830907,6094,1983,09,07,8,5
19830908,6095,1983,09,08,5,15
19830909,6096,1983,09,09,-168,-50
19830910,6097,1983,09,10,-31,-48
19830911,6098,1983,09,11,-1,3
19830912,6099,1983,09,12,-28,-3
19830913,6100,1983,09,13,57,34
19830914,6101,1983,09,14,8,51
19830915,6102,1983,09,15,16,20
19830916,6103,1983,09,16,53,78
19830917,6104,1983,09,17,3,3
19830918,6105,1983,09,18,34,64
19830919,6106,1983,09,19,-3,3
19830920,6107,1983,09,20,0,-17
19830921,6108,1983,09,21,0,-40
19830922,6109,1983,09,22,13,-7
19830923,6110,1983,09,23,4,29
19830924,6111,1983,09,24,-47,14
19830925,6112,1983,09,25,-48,-3
19830926,6113,1983,09,26,50,69
19830927,6114,1983,09,27,18,70
19830928,6115,1983,09,28,-14,21
19830929,6116,1983,09,29,-1,16
19830930,6117,1983,09,30,17,11
19831001,6118,1983,10,01,46,17
19831002,6119,1983,10,02,-9,27
19831003,6120,1983,10,03,42,22
19831004,6121,1983,10,04,14,28
19831005,6122,1983,10,05,4,19
19831006,6123,1983,10,06,7,20
19831007,6124,1983,10,07,-60,1
19831008,6125,1983,10,08,11,0
19831009,6126,1983,10,09,6,4
19831010,6127,1983,10,10,2,11
19831011,6128,1983,10,11,1,-1
19831012,6129,1983,10,12,23,8
19831013,6130,1983,10,13,57,49
19831014,6131,1983,10,14,13,43
19831015,6132,1983,10,15,-137,-7
19831016,6133,1983,10,16,-22,-63
19831017,6134,1983,10,17,-68,3
19831018,6135,1983,10,18,-118,-91
19831019,6136,1983,10,19,-58,-49
19831020,6137,1983,10,20,-206,-107
19831021,6138,1983,10,21,-50,-136
19831022,6139,1983,10,22,16,8
19831023,6140,1983,10,23,-205,-11
19831024,6141,1983,10,24,-241,-104
19831025,6142,1983,10,25,-29,-61
19831026,6143,1983,10,26,9,-5
19831027,6144,1983,10,27,-146,11
19831028,6145,1983,10,28,-122,-14
19831029,6146,1983,10,29,-60,-103
19831030,6147,1983,10,30,3,-10
19831031,6148,1983,10,31,-273,-111
19831101,6149,1983,11,01,-119,-255
19831102,6150,1983,11,02,-134,-176
19831103,6151,1983,11,03,-77,-45
19831104,6152,1983,11,04,-37,-10
19831105,6153,1983,11,05,-162,-490
19831106,6154,1983,11,06,91,-56
19831107,6155,1983,11,07,26,7
19831108,6156,1983,11,08,-332,-255
19831109,6157,1983,11,09,-147,-151
19831110,6158,1983,11,10,-300,-937
19831111,6159,1983,11,11,-130,-207
19831112,6160,1983,11,12,-221,-175
19831113,6161,1983,11,13,-72,-221
19831114,6162,1983,11,14,-118,-277
19831115,6163,1983,11,15,-43,-327
19831116,6164,1983,11,16,-150,-257
19831117,6165,1983,11,17,23,-121
19831118,6166,1983,11,18,-18,6
19831119,6167,1983,11,19,29,-133
19831120,6168,1983,11,20,188,44
19831121,6169,1983,11,21,14,12
19831122,6170,1983,11,22,-77,-65
19831123,6171,1983,11,23,-8,-105
19831124,6172,1983,11,24,178,69
19831125,6173,1983,11,25,-25,33
19831126,6174,1983,11,26,-13,-92
19831127,6175,1983,11,27,1,7
19831128,6176,1983,11,28,-23,13
19831129,6177,1983,11,29,-144,-74
19831130,6178,1983,11,30,-75,-61
19831201,6179,1983,12,01,-51,-74
19831202,6180,1983,12,02,3,-8
19831203,6181,1983,12,03,0,-1
19831204,6182,1983,12,04,-7,-37
19831205,6183,1983,12,05,2,-2
19831206,6184,1983,12,06,-45,-28
19831207,6185,1983,12,07,-228,-436
19831208,6186,1983,12,08,-21,-180
19831209,6187,1983,12,09,-6,-20
19831210,6188,1983,12,10,-173,-148
19831211,6189,1983,12,11,-60,-64
19831212,6190,1983,12,12,-242,-281
19831213,6191,1983,12,13,25,-1
19831214,6192,1983,12,14,9,6
19831215,6193,1983,12,15,0,1
19831216,6194,1983,12,16,-47,-45
19831217,6195,1983,12,17,-29,-75
19831218,6196,1983,12,18,9,-9
19831219,6197,1983,12,19,11,-1
19831220,6198,1983,12,20,-30,-78
19831221,6199,1983,12,21,-47,-105
19831222,6200,1983,12,22,-82,-105
19831223,6201,1983,12,23,-86,-239
19831224,6202,1983,12,24,-142,-483
19831225,6203,1983,12,25,-33,-426
19831226,6204,1983,12,26,-6,-61
19831227,6205,1983,12,27,-38,-44
19831228,6206,1983,12,28,-202,-337
19831229,6207,1983,12,29,-177,-502
19831230,6208,1983,12,30,3,-175
19831231,6209,1983,12,31,-236,-85
19840101,6210,1984,01,01,-299,-350
19840102,6211,1984,01,02,-85,-136
19840103,6212,1984,01,03,-167,-146
19840104,6213,1984,01,04,-77,-27
19840105,6214,1984,01,05,-29,-31
19840106,6215,1984,01,06,-55,-51
19840107,6216,1984,01,07,-166,-157
19840108,6217,1984,01,08,-326,-173
19840109,6218,1984,01,09,-223,-292
19840110,6219,1984,01,10,11,-7
19840111,6220,1984,01,11,-8,10
19840112,6221,1984,01,12,-25,14
19840113,6222,1984,01,13,-25,-18
19840114,6223,1984,01,14,-25,-70
19840115,6224,1984,01,15,0,-34
19840116,6225,1984,01,16,5,-4
19840117,6226,1984,01,17,-5,-54
19840118,6227,1984,01,18,-12,-52
19840119,6228,1984,01,19,-71,-82
19840120,6229,1984,01,20,-146,-183
19840121,6230,1984,01,21,-38,-111
19840122,6231,1984,01,22,68,11
19840123,6232,1984,01,23,33,-16
19840124,6233,1984,01,24,21,19
19840125,6234,1984,01,25,63,99
19840126,6235,1984,01,26,15,-37
19840127,6236,1984,01,27,26,12
19840128,6237,1984,01,28,42,57
19840129,6238,1984,01,29,-26,7
19840130,6239,1984,01,30,-36,-21
19840131,6240,1984,01,31,11,6
19840201,6241,1984,02,01,-40,13
19840202,6242,1984,02,02,-18,0
19840203,6243,1984,02,03,-75,-31
19840204,6244,1984,02,04,-50,-184
19840205,6245,1984,02,05,-58,-83
19840206,6246,1984,02,06,-277,-118
19840207,6247,1984,02,07,-73,-431
19840208,6248,1984,02,08,-6,-297
19840209,6249,1984,02,09,59,-338
19840210,6250,1984,02,10,-169,-95
19840211,6251,1984,02,11,-136,-152
19840212,6252,1984,02,12,-142,-163
19840213,6253,1984,02,13,23,-16
19840214,6254,1984,02,14,-341,-183
19840215,6255,1984,02,15,-94,-43
19840216,6256,1984,02,16,-138,-9
19840217,6257,1984,02,17,-166,-95
19840218,6258,1984,02,18,-263,-257
19840219,6259,1984,02,19,-208,-408
19840220,6260,1984,02,20,29,-44
19840221,6261,1984,02,21,-23,63
19840222,6262,1984,02,22,27,-48
19840223,6263,1984,02,23,-144,-285
19840224,6264,1984,02,24,63,-25
19840225,6265,1984,02,25,-264,14
19840226,6266,1984,02,26,-278,-391
19840227,6267,1984,02,27,-149,-255
19840228,6268,1984,02,28,-86,-75
19840229,6269,1984,02,29,-386,-191
19840301,6270,1984,03,01,-86,-35
19840302,6271,1984,03,02,-5,11
19840303,6272,1984,03,03,-84,6
19840304,6273,1984,03,04,-51,-18
19840305,6274,1984,03,05,-33,-10
19840306,6275,1984,03,06,-35,-31
19840307,6276,1984,03,07,-82,-13
19840308,6277,1984,03,08,-120,-25
19840309,6278,1984,03,09,-173,-32
19840310,6279,1984,03,10,-73,-11
19840311,6280,1984,03,11,-162,-129
19840312,6281,1984,03,12,-3,-33
19840313,6282,1984,03,13,-5,-60
19840314,6283,1984,03,14,-18,-38
19840315,6284,1984,03,15,-65,-74
19840316,6285,1984,03,16,-76,-166
19840317,6286,1984,03,17,-153,-88
19840318,6287,1984,03,18,-68,-46
19840319,6288,1984,03,19,-64,-78
19840320,6289,1984,03,20,-43,-206
19840321,6290,1984,03,21,-30,-10
19840322,6291,1984,03,22,-199,-124
19840323,6292,1984,03,23,16,19
19840324,6293,1984,03,24,-246,-16
19840325,6294,1984,03,25,-1,-33
19840326,6295,1984,03,26,15,45
19840327,6296,1984,03,27,-246,-21
19840328,6297,1984,03,28,22,24
19840329,6298,1984,03,29,-216,7
19840330,6299,1984,03,30,-105,-14
19840331,6300,1984,03,31,52,45
19840401,6301,1984,04,01,10,58
19840402,6302,1984,04,02,-83,-6
19840403,6303,1984,04,03,1,-39
19840404,6304,1984,04,04,4,21
19840405,6305,1984,04,05,64,64
19840406,6306,1984,04,06,-402,-60
19840407,6307,1984,04,07,-203,-96
19840408,6308,1984,04,08,-145,-12
19840409,6309,1984,04,09,-315,-307
19840410,6310,1984,04,10,-90,-41
19840411,6311,1984,04,11,-57,-178
19840412,6312,1984,04,12,5,-27
19840413,6313,1984,04,13,-356,-208
19840414,6314,1984,04,14,-107,-116
19840415,6315,1984,04,15,-3,-54
19840416,6316,1984,04,16,-37,16
19840417,6317,1984,04,17,-378,-100
19840418,6318,1984,04,18,-154,-106
19840419,6319,1984,04,19,-59,-8
19840420,6320,1984,04,20,-306,-41
19840421,6321,1984,04,21,-82,-19
19840422,6322,1984,04,22,2,6
19840423,6323,1984,04,23,58,89
19840424,6324,1984,04,24,19,130
19840425,6325,1984,04,25,47,80
19840426,6326,1984,04,26,50,31
19840427,6327,1984,04,27,37,40
19840428,6328,1984,04,28,4,48
19840429,6329,1984,04,29,-36,-41
19840430,6330,1984,04,30,-9,-37
19840501,6331,1984,05,01,3,-15
19840502,6332,1984,05,02,18,21
19840503,6333,1984,05,03,-16,16
19840504,6334,1984,05,04,1,10
19840505,6335,1984,05,05,25,45
19840506,6336,1984,05,06,-42,4
19840507,6337,1984,05,07,-256,-128
19840508,6338,1984,05,08,-220,-15
19840509,6339,1984,05,09,-129,-29
19840510,6340,1984,05,10,-75,-44
19840511,6341,1984,05,11,1,-32
19840512,6342,1984,05,12,-30,-2
19840513,6343,1984,05,13,17,6
19840514,6344,1984,05,14,52,50
19840515,6345,1984,05,15,18,65
19840516,6346,1984,05,16,-94,6
19840517,6347,1984,05,17,-112,-8
19840518,6348,1984,05,18,-137,-40
19840519,6349,1984,05,19,3,-51
19840520,6350,1984,05,20,-31,11
19840521,6351,1984,05,21,-143,-34
19840522,6352,1984,05,22,-294,-232
19840523,6353,1984,05,23,-2,5
19840524,6354,1984,05,24,-16,6
19840525,6355,1984,05,25,14,-108
19840526,6356,1984,05,26,57,75
19840527,6357,1984,05,27,-23,5
19840528,6358,1984,05,28,-3,11
19840529,6359,1984,05,29,20,82
19840530,6360,1984,05,30,56,118
19840531,6361,1984,05,31,26,54
19840601,6362,1984,06,01,-2,36
19840602,6363,1984,06,02,-7,59
19840603,6364,1984,06,03,-112,-18
19840604,6365,1984,06,04,10,10
19840605,6366,1984,06,05,7,-2
19840606,6367,1984,06,06,78,62
19840607,6368,1984,06,07,51,130
19840608,6369,1984,06,08,-7,19
19840609,6370,1984,06,09,22,40
19840610,6371,1984,06,10,-33,10
19840611,6372,1984,06,11,11,44
19840612,6373,1984,06,12,56,63
19840613,6374,1984,06,13,25,62
19840614,6375,1984,06,14,NA,NA
19840615,6376,1984,06,15,21,164
19840616,6377,1984,06,16,21,85
19840617,6378,1984,06,17,6,57
19840618,6379,1984,06,18,-3,15
19840619,6380,1984,06,19,11,20
19840620,6381,1984,06,20,69,69
19840621,6382,1984,06,21,-1,57
19840622,6383,1984,06,22,-98,-9
19840623,6384,1984,06,23,-61,4
19840624,6385,1984,06,24,-18,19
19840625,6386,1984,06,25,-97,-6
19840626,6387,1984,06,26,-42,-5
19840627,6388,1984,06,27,-205,-37
19840628,6389,1984,06,28,-35,24
19840629,6390,1984,06,29,11,32
19840630,6391,1984,06,30,-39,-10
19840701,6392,1984,07,01,4,16
19840702,6393,1984,07,02,-2,19
19840703,6394,1984,07,03,-3,13
